,App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time,Big_Category2,App,original_image,blue_channel,green_channel,red_channel,red_channel_scaled,blue_channel_scaled,green_channel_scaled
812,Met107,com.radio.met.met107,Music & Audio,4.5,360.0,"50,000+",50000.0,52703,True,0.0,USD,6.2M,4.4 and up,MCOT,https://www.met107.fm/,met107fm@gmail.com,"Nov 24, 2016","Jun 02, 2020",Everyone,https://www.met107.fm/,True,False,False,2021-06-15 23:23:01,Entertainment,,,,,,,,
813,Astronaut Hidden Objects,com.gamesoftmobile.astronauthiddenobjects,Casual,3.6,155.0,"10,000+",10000.0,12176,True,0.0,USD,47M,4.0 and up,GameSoftMobile,,gamesoftmobile@gmail.com,"Feb 19, 2014","Aug 20, 2020",Everyone,https://gamesoftmobile.wixsite.com/apps/policy,True,True,False,2021-06-16 06:25:46,Games,,,,,,,,
814,12News Now - KBMT & KJAC,com.mobdub.channel.KBMT,News & Magazines,4.6,885.0,"10,000+",10000.0,46271,True,0.0,USD,54M,7.0 and up,TEGNA,https://www.12newsnow.com,appfeedback@tegna.com,"Sep 13, 2011","May 26, 2021",Everyone,https://www.12newsnow.com/privacy,True,False,False,2021-06-16 03:09:51,Entertainment,,,,,,,,
815,MyQuest for Patients,com.myquest,Medical,3.7,6128.0,"500,000+",500000.0,966487,True,0.0,USD,16M,4.0 and up,Quest Diagnostics Incorporated,https://myquest.questdiagnostics.com/,myquestsupport@questdiagnostics.com,"Mar 27, 2014","Mar 13, 2018",Everyone,http://questdiagnostics.com/home/privacy-policy/online-privacy.html,False,False,False,2021-06-16 12:20:30,Lifestyle,,,,,,,,
816,"Video Player - Popup, Background Audio For Videos",com.sdcode.videoplayer,Video Players & Editors,4.2,359.0,"10,000+",10000.0,43124,True,0.0,USD,Varies with device,Varies with device,SD CODE,https://j95329509.app-ads-txt.com,sdcode216@gmail.com,"Apr 18, 2019","Oct 19, 2020",Everyone,http://sdcodeprivatepolicy.blogspot.com/,True,False,False,2021-06-16 00:02:59,Tools,,,,,,,,
817,Word Search Classic,uk.co.harmonic.puzzle.wordsearch.whiteblack.android,Puzzle,4.4,1131.0,"100,000+",100000.0,425364,True,0.0,USD,4.6M,4.0 and up,Harmonic Solutions,,harmonicitsolutions@gmail.com,"Apr 4, 2015","Feb 15, 2019",Everyone,https://harmonicsolutions.github.io/word_search_classic_privacy_policy.html,True,False,False,2021-06-16 07:02:24,Games,,,,,,,,
818,GIF Image Animator,it.medieval.gifia,Photography,3.7,223.0,"10,000+",10000.0,18616,True,0.0,USD,100k,4.0 and up,Medieval Software,http://www.medieval.it,admin@medieval.it,"Sep 25, 2014","Sep 26, 2014",Everyone,,False,False,False,2021-06-16 10:13:14,Entertainment,,,,,,,,
819,Jewel & Gems Mania 2020 - Match In Temple & Jungle,com.zymobile.jewel.candy.cookie,Puzzle,4.7,82774.0,"1,000,000+",1000000.0,3862268,True,0.0,USD,45M,4.1 and up,ZYMOBILE LIMITED,http://zygogogo.com/,support@zymobile.net,"Oct 25, 2018","Oct 10, 2020",Everyone,https://sites.google.com/view/zymobileprivacypolicy/home,True,True,False,2021-06-16 11:47:29,Games,,,,,,,,
820,Pakistani Banknotes,com.scs.sbp.mainscreen,Finance,4.1,771.0,"100,000+",100000.0,111508,True,0.0,USD,21M,4.0 and up,State Bank of Pakistan,http://www.sbp.org.pk,Pak.CurrencyInfo@sbp.org.pk,"Oct 19, 2015","Oct 20, 2015",Everyone,,False,False,False,2021-06-16 12:22:28,Business,,,,,,,,
821,Splash Pop,com.frimastudio.mobs,Casual,4.5,1586.0,"100,000+",100000.0,225647,True,0.0,USD,73M,4.1 and up,Rocket Smash Games,http://www.frimastudio.com,supportsplashpop@frimastudio.com,"Jun 2, 2016","Apr 24, 2017",Everyone 10+,http://www.frimastudio.com/en/privacy-policy/,True,True,False,2021-06-16 11:03:52,Games,,,,,,,,
822,COLAVOSALON,com.colavo.android,Business,4.0,461.0,"50,000+",50000.0,87047,True,0.0,USD,16M,5.0 and up,COLAVOGROUND Inc.,https://colavosalon.com,help@colavosalon.com,"Nov 4, 2019","Jun 16, 2021",Everyone,https://privacy.colavosalon.com/privacy.html,False,False,False,2021-06-16 07:47:45,Business,,,,,,,,
823,Felipe Neto Call Video ☎️☎️,info.sam.Felipe,Entertainment,3.5,391.0,"100,000+",100000.0,168299,True,0.0,USD,16M,4.1 and up,SamuelJarnod,https://samueljarnod.blogspot.com,samuel2070jarnod@gmail.com,"Jun 14, 2020","Jun 14, 2020",Everyone,https://samueljarnod.blogspot.com/2020/05/privacy-policy-fake-calls-for-idols.html,True,False,False,2021-06-16 01:04:49,Entertainment,,,,,,,,
824,Baby Twins - Newborn Care,com.tabtale.babytwins,Casual,3.9,143028.0,"50,000,000+",50000000.0,54903058,True,0.0,USD,73M,4.4 and up,TabTale,https://www.tabtale.com/,support@tabtale.com,"Jun 21, 2016","Apr 26, 2021",Everyone,https://crazylabs.com/privacy-policy/,True,True,False,2021-06-15 21:06:53,Games,,,,,,,,
825,คำคมธรรมะสวัสดี,com.microinc.kamkomthamma,Lifestyle,4.6,555.0,"10,000+",10000.0,21286,True,0.0,USD,3.5M,4.2 and up,micro inc,http://microincapp.com/,microinc.micro@gmail.com,"May 4, 2017","Jul 15, 2019",Everyone,http://microincapp.com/privacypolicy.html,True,False,False,2021-06-16 10:34:05,Lifestyle,,,,,,,,
826,Civil War: 1864,com.hexwar.civilwar1864,Strategy,3.4,238.0,"100,000+",100000.0,131359,True,0.0,USD,15M,4.1 and up,HexWar Games Ltd,https://www.hexwar.com,andrew@hexwar.com,"Oct 6, 2017","Apr 15, 2020",Everyone 10+,,False,True,False,2021-06-16 06:55:05,Games,,,,,,,,
827,"Virman - Sanal Borsa, Döviz, Kripto",com.virman,Finance,3.4,267.0,"10,000+",10000.0,17028,True,0.0,USD,5.4M,5.0 and up,Virman App,https://virman.app/,destek@virman.app,"Apr 18, 2019","May 29, 2019",Everyone,https://virman.app/gizlilikpolitikasi.html,False,True,False,2021-06-16 00:59:43,Business,,,,,,,,
828,Los Angeles Police FCU Mobile,com.ifs.banking.fiid3423,Finance,4.5,1334.0,"10,000+",10000.0,15357,True,0.0,USD,22M,8.0 and up,Los Angeles Police Federal Credit Union,https://www.lapfcu.org,info@lapfcu.org,"Dec 17, 2012","Oct 22, 2020",Everyone,http://www.lapfcu.org/home/privacy,False,False,False,2021-06-15 23:23:50,Business,,,,,,,,
829,Formula Car GT Racing Stunts - Ramp Car Stunts 3D,com.play.vertex.formula.gt.car.stunts.derby.city.racing.challenge.apps,Racing,3.7,189.0,"10,000+",10000.0,40785,True,0.0,USD,51M,4.4 and up,Play Vertex,https://v6f6d8952.app-ads-txt.com/app-ads.txt,playvertex1@gmail.com,"Jul 5, 2019","Nov 23, 2020",Teen,https://niiptech1.wixsite.com/playvertex/privacy-policy,True,False,False,2021-06-16 10:10:28,Games,,,,,,,,
830,Axos Bank® - Mobile Banking,com.axos.udb,Finance,4.1,1205.0,"50,000+",50000.0,79928,True,0.0,USD,85M,6.0 and up,Axos Bank,https://www.axosbank.com,customerservice@axosbank.com,"Jul 28, 2018","Jun 14, 2021",Everyone,https://www.axosbank.com/legal/privacy-policy,False,False,False,2021-06-16 13:56:30,Business,,,,,,,,
831,SMS Messages Spheres Green,com.kkkeyboard.emoji.keyboard.theme.mSpheresGreen,Personalization,4.2,416.0,"100,000+",100000.0,146670,True,0.0,USD,7.9M,4.1 and up,Themes Messages Contacts Dialer by Double L,https://luklek.github.io/,themes.help@yandex.com,"May 18, 2017","Apr 07, 2021",Mature 17+,https://sites.google.com/view/themes-privacy-policy/home,True,False,False,2021-06-15 23:48:42,Tools,,,,,,,,
832,Fashion Doctor:Celebrity Salon,net.beautyincorporated.android_celebritydressup,Casual,4.0,746.0,"1,000,000+",1000000.0,1744222,True,0.0,USD,47M,4.1 and up,Beauty Inc,http://www.beautyapps.net/,contact@beautyincorporated.net,"Mar 19, 2015","Feb 19, 2019",Teen,http://www.beautyapps.net/privacy-policy/,True,False,False,2021-06-16 06:47:51,Games,,,,,,,,
833,Wicket Cricket Manager,com.playt20manager,Sports,4.0,2740.0,"10,000+",10000.0,42764,True,0.0,USD,45M,4.1 and up,Wicket Cricket Games,http://playwicketcricket.com,playwicketcricket@gmail.com,"Jun 11, 2017","Mar 15, 2018",Everyone,http://playwicketcricket.com/static/privacy_policy.html,False,True,False,2021-06-15 22:40:52,Entertainment,,,,,,,,
834,Logic Blocks - Make Ten,com.relaxingbraintraining.logicblocks,Puzzle,3.9,4733.0,"100,000+",100000.0,435086,True,0.0,USD,24M,4.1 and up,Playdox Games,https://playdox.io/,support@playdox.io,"Dec 30, 2017","May 31, 2021",Everyone,https://playdox.io/privacy-policy/,True,True,False,2021-06-16 03:15:46,Games,,,,,,,,
835,Mirror,com.mercadeotodo.espejogratis,Tools,4.1,243.0,"50,000+",50000.0,66669,True,0.0,USD,4.4M,4.0.3 and up,mercadeotodo,http://quartzapp.blogspot.com/,mercadeotodo@gmail.com,"Apr 27, 2016","Aug 16, 2016",Everyone,https://mercadeotodo.wordpress.com/2018/08/20/terminosycondiciones/,True,False,False,2021-06-16 12:18:36,Tools,,,,,,,,
836,Estudez: Controle de Estudos,com.estudez.app,Education,4.0,167.0,"10,000+",10000.0,38920,True,0.0,USD,27M,5.0 and up,DevDez,https://estudez.com,contato@estudez.com,"Nov 6, 2020","Jun 07, 2021",Everyone,https://estudez.com/termos,False,True,False,2021-06-16 02:57:47,Education,,,,,,,,
837,Kids animal puzzle and memory,au.com.espace.combo.animal,Educational,4.1,185.0,"100,000+",100000.0,104668,True,0.0,USD,39M,4.0 and up,Espace Publishing,http://espacepublishing.com,support@espacepublishing.com,"Jul 10, 2015","Sep 20, 2016",Everyone,http://espacepublishing.com/appPrivacyPolicy.htm,False,True,False,2021-06-16 03:59:32,Education,,,,,,,,
838,Borewell App,com.jain.borewell,Tools,3.6,121.0,"100,000+",100000.0,153241,True,0.0,USD,5.8M,4.4 and up,Borewell App,http://www.borewellapp.co.in,borewellapp7@gmail.com,"Nov 15, 2018","Nov 28, 2020",Everyone,http://www.borewellapp.co.in/privacy-policy/,False,False,False,2021-06-16 00:57:36,Tools,,,,,,,,
839,Lovely Ring Photo Frames,com.es.ring,Photography,4.3,15695.0,"1,000,000+",1000000.0,4454701,True,0.0,USD,28M,4.1 and up,EasternStudio.Inc,https://thanhtaivtt.com/app-ads.txt,easternstudio.inc@gmail.com,"Nov 23, 2016","Mar 05, 2020",Everyone,http://45.63.22.220/policy/policy.html,True,False,False,2021-06-15 23:46:43,Entertainment,,,,,,,,
840,Speech Translator Keyboard - Voice Keypad,com.voicekeyboard.translator.speechtyping.converter,Communication,3.9,222.0,"10,000+",10000.0,45670,True,0.0,USD,7.5M,4.4 and up,Function 9 Apps,,sadiaapps786@gmail.com,"Mar 20, 2019","Dec 08, 2020",Everyone,https://function9apps.blogspot.com/2019/06/privacy-policy-of-function-9-apps.html,True,False,False,2021-06-16 13:17:36,Tools,,,,,,,,
841,Learn Italian. Speak Italian. Study Italian.,com.pronunciatorllc.bluebird.italian,Education,4.3,114.0,"10,000+",10000.0,35845,True,0.0,USD,12M,4.4 and up,Bluebird Languages,https://bluebirdlanguages.com/,android@bluebirdlanguages.com,"Aug 13, 2020","Jun 02, 2021",Everyone,https://bluebirdlanguages.com/bluebird-languages-privacy-policy/,False,True,False,2021-06-16 05:56:18,Education,,,,,,,,
842,Lotto 2Sure predictions & Results,com.andromo.dev877966.app1011460,Lifestyle,4.3,231.0,"10,000+",10000.0,41709,True,0.0,USD,5.6M,4.1 and up,AppConcept,,joyconcept7@gmail.com,"Jun 12, 2020","Nov 04, 2020",Everyone,https://joyemmanuels.blogspot.com/p/blog-page.html,True,False,False,2021-06-15 22:58:56,Lifestyle,,,,,,,,
843,GB Wa Delta 2021 Transparan,com.gbwaaerobaru.walletaerowawalls,Art & Design,4.4,1163.0,"100,000+",100000.0,154674,True,0.0,USD,6.7M,4.4 and up,"BerageDev Network, Inc.",,muhtomij98@gmail.com,"Dec 4, 2020","May 02, 2021",Everyone,https://sites.google.com/view/gbwadelta2021transparanprivacy/,True,False,False,2021-06-16 10:32:32,Entertainment,,,,,,,,
844,Smash Car Clicker Idle Game,net.fmstudio.smashcarclicker,Casual,3.6,110.0,"10,000+",10000.0,22454,True,0.0,USD,22M,4.4 and up,FM-Studio,http://www.fm-studio.net/,contact@fm-studio.net,"Mar 9, 2016","Mar 20, 2019",Everyone,http://www.fm-studio.net/privacy-and-cookie-policy/,True,False,False,2021-06-16 03:49:50,Games,,,,,,,,
845,Snow Board Freestyle Skiing 3D,com.pas.winter.snowboard.stunts,Racing,3.4,229.0,"50,000+",50000.0,61250,True,0.0,USD,38M,4.0 and up,Prism apps and Games,http://www.prismappsngames.com/,Apps.uns@gmail.com,"Feb 4, 2016","May 30, 2018",Everyone,http://www.prismappsngames.com/privacypolicy.html,True,False,False,2021-06-15 23:46:43,Games,,,,,,,,
846,Tawtaw,co.tawtaw.tawtaw,Food & Drink,4.2,119.0,"10,000+",10000.0,13892,True,0.0,USD,16M,4.2 and up,Creative Culinary,https://www.tawtaw.co/,contact@tawtaw.co,"Jan 3, 2019","May 25, 2021",Everyone,,False,False,False,2021-06-16 01:11:32,Entertainment,,,,,,,,
847,How to Get Rid of Cellulite,com.chelin.howtogetridofcellulite,Health & Fitness,4.7,805.0,"10,000+",10000.0,31207,True,0.0,USD,2.8M,4.0.3 and up,Chelin Apps,http://chelinapps.info/,chelinapps@gmail.com,"Dec 7, 2016","Aug 11, 2020",Teen,http://chelinapps.info/privacypolicy.html,True,False,False,2021-06-16 09:31:11,Lifestyle,,,,,,,,
848,Pinball Arcade,com.farsight.AndroidPinball.javaProject,Arcade,3.8,41542.0,"5,000,000+",5000000.0,6913088,True,0.0,USD,Varies with device,Varies with device,Farsight Studios,http://www.pinballarcade.com,support@pinballarcade.com,"Feb 10, 2012","Aug 09, 2019",Teen,http://pinballarcade.com/Privacy/,True,True,False,2021-06-16 02:05:38,Games,,,,,,,,
849,Draw→Moving! MonoRail Drawing!,info.terunuma.chiiku.drawmonorail,Simulation,3.6,513.0,"50,000+",50000.0,97009,True,0.0,USD,12M,2.3 and up,terunuma.info,http://terunuma.info,terunuma.info@gmail.com,"Jul 30, 2013","Oct 31, 2014",Everyone,http://terunuma.info/privacy.php,True,False,False,2021-06-16 14:12:05,Games,,,,,,,,
850,TeamTrack +,teamTrackplus.app,Maps & Navigation,3.8,191.0,"1,000+",1000.0,2601,True,0.0,USD,17M,4.1 and up,DactilPlus,https://teamtrackonline.com,info@teamtrackonline.com,"Feb 27, 2017","Feb 18, 2021",Everyone,https://teamtrackonline.com/condiciones-generales.html,False,True,False,2021-06-16 08:26:57,Tools,,,,,,,,
851,Pakistani Matrimony® - Muslim Nikah & Marriage App,com.PakistaniMatrimony,Social,4.2,1802.0,"100,000+",100000.0,366627,True,0.0,USD,7.3M,4.1 and up,Global Matrimony,http://www.pakistanimatrimony.com/,feedback@pakistanimatrimony.com,"Sep 12, 2017","May 03, 2021",Mature 17+,https://www.pakistanimatrimony.com/site/index.php?act=privacypolicy,False,False,False,2021-06-15 22:01:11,Lifestyle,,,,,,,,
852,WLNS TV 6 Lansing - Jackson,tv.nexstar.id3556,News & Magazines,4.1,168.0,"10,000+",10000.0,15870,True,0.0,USD,34M,5.0 and up,Nexstar Inc.,,mobiledeveloper@nexstar.tv,"Sep 19, 2017","May 27, 2021",Everyone,https://www.nexstar.tv/privacy-policy,True,False,False,2021-06-16 03:27:20,Entertainment,,,,,,,,
853,CPU Prime Benchmark,com.obkircherlukas.cpuprimebenchmark,Tools,3.9,1097.0,"100,000+",100000.0,162304,True,0.0,USD,1.2M,2.1 and up,LuOb Development,,lukas.obkircher@gmail.com,"Mar 24, 2013","Feb 02, 2014",Everyone,,True,False,False,2021-06-16 02:33:42,Tools,,,,,,,,
854,Renungan Harian Alkitab 2021 Update,com.kidahcreator.renunganhariankristianii,Books & Reference,4.6,278.0,"50,000+",50000.0,65116,True,0.0,USD,3.3M,4.1 and up,Kidah Creator,,bennympanjaitan@gmail.com,"Aug 15, 2018","Aug 15, 2018",Everyone,http://androidzone221.blogspot.com/2018/06/privacy-policy.html,True,False,False,2021-06-16 01:03:23,Entertainment,,,,,,,,
855,Banca Móvil Banpro,com.banprogrupopromerica.ni.bancadigital.prod,Finance,2.4,388.0,"50,000+",50000.0,55299,True,0.0,USD,84M,4.4 and up,Banpro Grupo Promerica,http://www.banprogrupopromerica.com.ni,banproenlinea@banpro.com.ni,"Jan 19, 2021","Mar 25, 2021",Everyone,"https://www.banprogrupopromerica.com.ni/banpro-grupo-promerica/terminos-y-condiciones-de-uso/#:~:text=Pol%C3%ADtica%20de%20Privacidad&text=El%20usuario%20acepta%20deslindar%20al,informaci%C3%B3n%20por%20parte%20de%20terceros.",False,False,False,2021-06-16 01:37:26,Business,,,,,,,,
856,AgriBegri,com.agribegri,Shopping,3.9,609.0,"50,000+",50000.0,85509,True,0.0,USD,7.6M,5.0 and up,AgriBegri Trade Link Private Limited,http://agribegri.com,agribegri@gmail.com,"Mar 19, 2018","Feb 08, 2021",Everyone,http://agribegri.com/privacy_policy.php,False,False,False,2021-06-16 13:30:22,Entertainment,,,,,,,,
857,اوقات الصلاة والاذان بدون نت,com.yahasalat.prayertime,Entertainment,4.3,1081.0,"100,000+",100000.0,127251,True,0.0,USD,29M,4.4 and up,yahsoft,https://yahaadhan.xyz/app-ads.txt,khankawtar675@gmail.com,"Aug 27, 2020","Jun 02, 2021",Everyone,https://docs.google.com/document/d/1RQMli0JGkpMCpSJLUlg7vj6AFbu8r_G9ky0a1OBSkgs/edit?usp=sharing,True,False,False,2021-06-16 11:51:18,Entertainment,,,,,,,,
858,Belajar Mengaji Ummi 1,com.KarismaStudio.BelajarQuranJilid1,Educational,4.5,411.0,"10,000+",10000.0,40003,True,0.0,USD,50M,2.3 and up,Karisma Studio,http://www.karismaacademy.com,info@karismaacademy.com,"Aug 29, 2018","Sep 29, 2015",Everyone,,False,False,False,2021-06-16 09:16:24,Education,,,,,,,,
859,KA'FEN:熱銷髮品旗艦店,com.nineyi.shop.s002320,Shopping,4.6,135.0,"10,000+",10000.0,33064,True,0.0,USD,14M,6.0 and up,"91APP, Inc. (16)",,product@91app.com,"May 10, 2016","May 21, 2021",Everyone,https://appservice.91app.com/MyAccount/AppPrivacy?shopId=002320,False,False,False,2021-06-16 06:03:09,Entertainment,,,,,,,,
860,Attack on Titan keyboard,com.medkeyboard.attackkeyboard,Personalization,4.0,137.0,"10,000+",10000.0,27588,True,0.0,USD,24M,4.1 and up,GameStudioLLM,,moradlaabidi01@gmail.com,"Jan 2, 2021","Feb 09, 2021",Everyone,https://sites.google.com/view/gamestudiomll/accueil,True,False,False,2021-06-16 05:57:19,Tools,,,,,,,,
861,Pooches: Street Soccer,com.PSVStudio.BarboskinFinalkick,Sports,4.4,6216.0,"1,000,000+",1000000.0,1625547,True,0.0,USD,41M,4.2 and up,Лунтик Moonzy Барбоскины,http://psvgamestudio.com,report.psv@gmail.com,"Dec 9, 2015","Jul 17, 2020",Everyone,https://policy.psvgamestudio.com/privacy_policy_luntik.html,True,True,False,2021-06-16 11:51:57,Entertainment,,,,,,,,
862,Barber Hair Salon & Beard Makeover,com.hmg.haircutgames.beardsalon.barberhaircut,Role Playing,3.7,6368.0,"1,000,000+",1000000.0,3588403,True,0.0,USD,51M,5.0 and up,Happy Melon Games,https://z234f298a.app-ads-txt.com,happymellon.feedback9@gmail.com,"May 2, 2019","Jan 19, 2021",Everyone,http://happymelongame.com/privacy-policy/,True,True,False,2021-06-16 11:42:33,Games,,,,,,,,
863,أخبار موريتانيا,com.Mauritanie.news.n1,News & Magazines,4.4,222.0,"10,000+",10000.0,30542,True,0.0,USD,16M,5.0 and up,TITRIT,https://sites.google.com/view/titrit,justeopen@gmail.com,"May 24, 2018","Jun 04, 2021",Everyone,https://sites.google.com/view/titrit/privacy-policy,True,False,False,2021-06-16 07:09:15,Entertainment,,,,,,,,
864,HARD,com.snapgaming.hard,Arcade,3.5,10315.0,"100,000+",100000.0,280501,True,0.0,USD,36M,4.1 and up,Snap! Gaming,https://www.facebook.com/evermadco,snapgamingadm@gmail.com,"Apr 27, 2014","Mar 03, 2018",Everyone,http://appreviewdesk.com/app/android-HARD,False,False,False,2021-06-16 05:10:12,Games,,,,,,,,
865,Sliding Frog,jp.marge.android.slidingfrog,Casual,3.5,214.0,"10,000+",10000.0,17911,True,0.0,USD,8.5M,2.3 and up,marge,http://www.maru.jp,marudroid@maru.jp,"Apr 15, 2014","Jul 30, 2018",Everyone,https://www.maru.jp/privacy/policy/,True,False,False,2021-06-16 11:08:18,Games,,,,,,,,
866,Kasir Toko / Warung Portable [Gratis],com.ogestudio.sikamo,Finance,4.1,206.0,"10,000+",10000.0,34348,True,0.0,USD,6.8M,4.4 and up,Ogestudio,,dorothynappulido@gmail.com,,"May 29, 2021",Everyone,http://privacy.arsipuword.com/um.html,False,False,False,2021-06-16 03:11:17,Business,,,,,,,,
867,100 Kajian Buya Yahya,com.kajianislam.buyayahya.kajianpopuler,Education,4.9,145.0,"5,000+",5000.0,7423,True,0.0,USD,4.0M,4.1 and up,CA Green Studio,,ardiyanaarif@gmail.com,"Oct 6, 2017","Dec 21, 2018",Everyone,https://www.andromo.com/privacy,True,False,False,2021-06-16 06:36:56,Education,,,,,,,,
868,Madni Torch,com.smartianapps.madnitorch,Tools,4.6,744.0,"100,000+",100000.0,277806,True,0.0,USD,6.3M,4.0 and up,Smartians Apps,,smartiansapps@gmail.com,"Feb 7, 2016","Feb 07, 2016",Everyone,https://www.facebook.com/notes/madni-torch/privacy-policy/526791371119299/,True,False,False,2021-06-16 01:25:52,Tools,,,,,,,,
869,💚Word Sauce: Free Word Connect Puzzle,org.cocos2dx.wordsoup,Word,4.5,23754.0,"1,000,000+",1000000.0,4150200,True,0.0,USD,Varies with device,Varies with device,Clever Apps Pte. Ltd.,https://cleverappssg.com/,help.cleverapps@gmail.com,"Apr 28, 2017","May 26, 2021",Everyone,https://labsystech.ru/legal/privacy.html,True,True,False,2021-06-16 07:23:15,Games,,,,,,,,
870,IAS with Hari Mohan,xyz.penpencil.iaswithharimohan,Education,4.4,250.0,"5,000+",5000.0,8293,True,0.0,USD,14M,5.0 and up,IAS with Harimohan,,appiaswithharimohan@gmail.com,"Jul 20, 2020","Oct 30, 2020",Everyone,https://penpencil.xyz/privacy-policy,False,False,False,2021-06-16 00:08:09,Education,,,,,,,,
871,J'AACcélère - Carnet AAC,com.jaacclere.jaaccelere,Maps & Navigation,2.6,180.0,"10,000+",10000.0,16615,True,0.0,USD,9.3M,4.1 and up,J'AACcélère,https://codesrousseau.fr,communication@codes-rousseau.fr,,"Mar 19, 2019",Everyone,https://public.codesrousseau.fr/media/politique_de_confidentialite_de_site_internet__codes_rousseau__057617500_1151_25052018.pdf,False,False,False,2021-06-16 07:45:03,Tools,,,,,,,,
872,Maa Saraswati Mantra,com.pricefull.maasaraswatimantra,Entertainment,4.7,1740.0,"100,000+",100000.0,159882,True,0.0,USD,3.8M,3.0 and up,Sai Soft,https://www.saisoft.io,support@saisoft.io,"Jul 7, 2013","May 29, 2016",Everyone,https://www.saisoft.io/devotional/privacy.html,True,False,False,2021-06-16 06:53:04,Entertainment,,,,,,,,
873,Chubby Pengu Live Wallpaper,com.kiku.chubbypengu,Personalization,4.3,2205.0,"100,000+",100000.0,341378,True,0.0,USD,5.3M,4.0 and up,Kiku Apps,https://kikuapps2.blogspot.com/,kikuappmail@gmail.com,"Feb 4, 2015","Sep 06, 2018",Everyone,http://kikuapps.blogspot.com/p/privacy-policy.html,True,False,False,2021-06-16 02:42:48,Tools,,,,,,,,
874,Halloween Live Wallpaper,com.androidwasabi.livewallpaper.halloweennight,Personalization,4.4,5330.0,"1,000,000+",1000000.0,1115555,True,0.0,USD,4.1M,4.0 and up,Wasabi,https://www.facebook.com/androidwasabi,androidwasabi@gmail.com,"Oct 5, 2012","Oct 13, 2019",Teen,https://sites.google.com/site/androidwasabi/home/privacy,True,True,False,2021-06-16 07:32:20,Tools,,,,,,,,
875,NMEA Tools,com.peterhohsy.nmeatools,Tools,3.4,237.0,"10,000+",10000.0,38802,True,0.0,USD,2.6M,4.0 and up,Peter Ho,,peterhohsy@gmail.com,"Nov 16, 2013","May 20, 2021",Everyone,http://peterho386.weebly.com/uploads/6/7/6/9/6769822/nmeatool_privacy.txt,True,False,False,2021-06-15 22:58:29,Tools,,,,,,,,
876,Charlie Hebdo,fr.charliehebdo.editionsrotatives,News & Magazines,2.7,177.0,"10,000+",10000.0,21226,True,0.0,USD,6.0M,5.0 and up,Charlie Hebdo,http://www.charliehebdo.fr,charliehebdo.android@gmail.com,"Jul 29, 2016","Nov 13, 2019",Mature 17+,https://charliehebdo.fr/conditions-generales/,False,False,False,2021-06-15 23:05:52,Entertainment,,,,,,,,
887,RoSQL -  Oracle / MySQL / MSSQL SQL Client,com.robro.android.rosql,Tools,3.9,139.0,"10,000+",10000.0,16802,True,0.0,USD,Varies with device,Varies with device,Robro,,rosql@robro.de,"Oct 25, 2013","Nov 09, 2020",Everyone,,False,False,False,2021-06-16 06:01:27,Tools,,,,,,,,
904,Raccoon Rescue Bubble Shooter,gd.game.bubbleshooter.raccoonpopstar,Casual,4.2,526.0,"10,000+",10000.0,49901,True,0.0,USD,17M,4.0 and up,GER Happy Games,,slw8108@gmail.com,"Aug 9, 2017","Aug 10, 2017",Everyone,https://sites.google.com/view/happygames/home,True,False,False,2021-06-16 06:15:41,Games,,,,,,,,
947,"현대카드 PRIVIA 여행 - 해외/국내여행 서비스, 항공/호텔 특가 및 혜택",com.priviatravel,Travel & Local,3.3,463.0,"100,000+",100000.0,278011,True,0.0,USD,6.2M,4.4 and up,TIDESQUARE CO. LTD.,http://www.tidesquare.com,tidesquare@tidesquare.com,"Oct 23, 2014","May 04, 2021",Everyone,http://www.priviatravel.com/etc/personalInfoCtrlNew,False,False,False,2021-06-16 10:31:51,Lifestyle,,,,,,,,
983,[Sub/EMUI] MIUI 10 EMUI 8.1/8.0/5.X Theme free,h7.hamzio7.mi10,Personalization,2.9,136.0,"50,000+",50000.0,69076,True,0.0,USD,4.5M,7.0 and up,Hamzio7,http://telegram.me/hamzio7,hamzio7.dev@gmail.com,"Jul 31, 2018","Jul 31, 2018",Everyone,,True,False,False,2021-06-16 03:59:35,Tools,,,,,,,,
1037,Fart Sounds / Fart App - FART RATER,com.fartrater,Entertainment,3.7,105.0,"10,000+",10000.0,34052,True,0.0,USD,32M,4.4 and up,Bressel & Mothes Media GbR,https://fartrater.app,fartrater@maprodo.de,"Sep 17, 2019","Feb 15, 2021",Teen,https://fartrater.app/#privacy,True,False,False,2021-06-16 10:55:33,Entertainment,,,,,,,,
1150,Tap Tap Dig 2: Idle Mine Sim,com.baconbanditgames.taptapdig2,Simulation,4.4,863.0,"100,000+",100000.0,353320,True,0.0,USD,50M,4.4 and up,Iron Horse Games LLC,https://www.baconbanditgames.com,bugs@baconbanditgames.com,"Feb 24, 2021","Jun 01, 2021",Everyone,https://www.ironhorsegames.org/privacy-policy,True,True,False,2021-06-15 23:18:32,Games,,,,,,,,
